    342 многий	    ^многий/*многий$ 
      1 сощелкивать	      ^сощелкивать/*сощелкивать$ 
      1 соштабелевать	      ^соштабелевать/*соштабелевать$ 
      1 социореабилитация	      ^социореабилитация/*социореабилитация$ 
      1 социолий-статистический	      ^социолий/*социолий$-^статистический/статистический<adj><m><an><sg><nom>/статистический<adj><m><nn><sg><acc>$ 
      1 социолизирующий	      ^социолизирующий/*социолизирующий$ 
      1 Социнтерн	      ^Социнтерн/*Социнтерн$ 
      1 Софрино	      ^Софрино/*Софрино$ 
      1 сотворять	      ^сотворять/*сотворять$ 
      1 Сотбис	      ^Сотбис/*Сотбис$ 
      1 соссюрианский	      ^соссюрианский/*соссюрианский$ 
      1 Сосланд	      ^Сосланд/*Сосланд$ 
      1 Сосковец	      ^Сосковец/*Сосковец$ 
      1 Сорос	      ^Сорос/*Сорос$ 
      1 сорокатысячный	      ^сорокатысячный/*сорокатысячный$ 
      1 сорокатрехлетний	      ^сорокатрехлетний/*сорокатрехлетний$ 
      1 сорокаоднолетний	      ^сорокаоднолетний/*сорокаоднолетний$ 
      1 сорокаместный	      ^сорокаместный/*сорокаместный$ 
      1 сорожка	      ^сорожка/*сорожка$ 
      1 сорожий	      ^сорожий/*сорожий$ 
      1 сопранце	      ^сопранце/*сопранце$ 
      1 Сопот	      ^Сопот/*Сопот$ 
      1 соп	      ^соп/*соп$ 
      1 соответвовать	      ^соответвовать/*соответвовать$ 
      1 соорганизация	      ^соорганизация/*соорганизация$ 
      1 Сонька	      ^Сонька/*Сонька$ 
      1 соловеюшко	      ^соловеюшко/*соловеюшко$ 
      1 Соловей-разбойник	      ^Соловей/соловей<n><m><aa><sg><nom>/соловеть<vblex><impf><iv><imp><p2><sg>/соловый<adj><comp><pred><elid>$^-/-<guio>$^разбойник/разбойник<n><m><aa><sg><nom>$ 
      1 солнце-оберег	      ^солнце/солнце<n><nt><nn><sg><acc>/солнце<n><nt><nn><sg><nom>/солнце<n><nt><nn><sg><prp>$^-/-<guio>$^оберег/оберег<n><m><nn><sg><acc>/оберег<n><m><nn><sg><nom>/оберечь<vblex><perf><iv><past><m><sg>/оберечь<vblex><perf><tv><past><m><sg>$ 
      1 солитонный	      ^солитонный/*солитонный$ 
      1 солдат-пограничник	      ^солдат/солдат<n><m><aa><pl><acc>/солдат<n><m><aa><pl><gen>/солдат<n><m><aa><sg><nom>$^-/-<guio>$^пограничник/пограничник<n><m><aa><sg><nom>$ 
      1 Сокутов	      ^Сокутов/*Сокутов$ 
      1 Сокуров	      ^Сокуров/*Сокуров$ 
      1 Соколовская	      ^Соколовская/*Соколовская$ 
      1 Созинов	      ^Созинов/*Созинов$ 
      1 согласье	      ^согласье/*согласье$ 
      1 Собакин	      ^Собакин/*Собакин$ 
      1 Снытников	      ^Снытников/*Снытников$ 
      1 Снытко	      ^Снытко/*Снытко$ 
      1 сноубординг	      ^сноубординг/*сноубординг$ 
      1 снобол	      ^снобол/*снобол$ 
      1 СНВ	      ^СНВ/*СНВ$ 
      1 сморщивание	      ^сморщивание/*сморщивание$ 
      1 сморенно	      ^сморенно/*сморенно$ 
      1 Смолетт	      ^Смолетт/*Смолетт$ 
      1 смитекс	      ^смитекс/*смитекс$ 
      1 смирновочка	      ^смирновочка/*смирновочка$ 
      1 смиренье	      ^смиренье/*смиренье$ 
      1 смерш	      ^смерш/*смерш$ 
      1 смеркнуться	      ^смеркнуться/*смеркнуться$ 
      1 смартфон	      ^смартфон/*смартфон$ 
      1 смарт-карта	      ^смарт/смарт<n><m><nn><sg><acc>/смарт<n><m><nn><sg><nom>$-^карта/карт<n><m><nn><sg><gen>/карта<n><f><nn><sg><nom>$ 
      1 Смальян	      ^Смальян/*Смальян$ 
      1 слушанье	      ^слушанье/*слушанье$ 
      1 Слуцкер	      ^Слуцкер/*Слуцкер$ 
      1 Слончик	      ^Слончик/*Слончик$ 
      1 сломя	      ^сломя/*сломя$ 
      1 словенин	      ^словенин/*словенин$ 
      1 словени	      ^словени/*словени$ 
      1 словене	      ^словене/*словене$ 
      1 словен	      ^словен/*словен$ 
      1 Слоан	      ^Слоан/*Слоан$ 
      1 Слиска	      ^Слиска/*Слиска$ 
      1 Сливницкий	      ^Сливницкий/*Сливницкий$ 
      1 сладкогласый	      ^сладкогласый/*сладкогласый$ 
      1 Сладков	      ^Сладков/*Сладков$ 
      1 славянин-лужичанин	      ^славянин/славянин<n><m><aa><sg><nom>$-^лужичанин/лужичанин<n><m><aa><sg><nom>$ 
      1 Славнефть	      ^Славнефть/*Славнефть$ 
      1 славизм	      ^славизм/*славизм$ 
      1 скрозь	      ^скрозь/*скрозь$ 
      1 скриптум	      ^скриптум/*скриптум$ 
      1 Скотти	      ^Скотти/*Скотти$ 
      1 Скотланд-Ярд	      ^Скотланд/*Скотланд$^-/-<guio>$^Ярд/ярд<n><m><nn><sg><acc>/ярд<n><m><nn><sg><nom>$ 
      1 скороходовский	      ^скороходовский/*скороходовский$ 
      1 скорняцкий	      ^скорняцкий/*скорняцкий$ 
      1 скоммуниздить	      ^скоммуниздить/*скоммуниздить$ 
      1 сколь-нибудь	      ^сколь/сколь<adv><itg>/сколь<adv><rel>$^-нибудь/-нибудь<part>$ 
      1 сколопендровый	      ^сколопендровый/*сколопендровый$ 
      1 сколища	      ^сколища/*сколища$ 
      1 Скляр	      ^Скляр/*Скляр$ 
      1 склянь	      ^склянь/*склянь$ 
      1 склерозировать	      ^склерозировать/*склерозировать$ 
      1 ский	      ^ский/*ский$ 
      1 скелетик	      ^скелетик/*скелетик$ 
      1 Сквеа	      ^Сквеа/*Сквеа$ 
      1 скашивание	      ^скашивание/*скашивание$ 
      1 Скаррат	      ^Скаррат/*Скаррат$ 
      1 скандовизантия	      ^скандовизантия/*скандовизантия$ 
      1 Скалкин	      ^Скалкин/*Скалкин$ 
      1 Сихарулидзе	      ^Сихарулидзе/*Сихарулидзе$ 
      1 ситуативность	      ^ситуативность/*ситуативность$ 
      1 Сити-банк	      ^Сити/Сити<np><al><nt><nn><pl><acc>/Сити<np><al><nt><nn><pl><dat>/Сити<np><al><nt><nn><pl><gen>/Сити<np><al><nt><nn><pl><ins>/Сити<np><al><nt><nn><pl><nom>/Сити<np><al><nt><nn><pl><prp>/Сити<np><al><nt><nn><sg><acc>/Сити<np><al><nt><nn><sg><dat>/Сити<np><al><nt><nn><sg><gen>/Сити<np><al><nt><nn><sg><ins>/Сити<np><al><nt><nn><sg><nom>/Сити<np><al><nt><nn><sg><prp>/Сить<np><al><f><nn><pl><acc>/Сить<np><al><f><nn><pl><nom>/Сить<np><al><f><nn><sg><dat>/Сить<np><al><f><nn><sg><gen>/Сить<np><al><f><nn><sg><prp>$^-/-<guio>$^банк/банк<n><m><nn><sg><acc>/банк<n><m><nn><sg><nom>$ 
      1 ситар	      ^ситар/*ситар$ 
      1 сиреноусто	      ^сиреноусто/*сиреноусто$ 
      1 Сирано	      ^Сира/сир<n><m><aa><sg><acc>/сир<n><m><aa><sg><gen>/сирый<adj><short><f><sg>$^но/но<n><nt><nn><pl><acc>/но<n><nt><nn><pl><dat>/но<n><nt><nn><pl><gen>/но<n><nt><nn><pl><ins>/но<n><nt><nn><pl><nom>/но<n><nt><nn><pl><prp>/но<n><nt><nn><sg><acc>/но<n><nt><nn><sg><dat>/но<n><nt><nn><sg><gen>/но<n><nt><nn><sg><ins>/но<n><nt><nn><sg><nom>/но<n><nt><nn><sg><prp>/но²<ij>/но¹<cnjcoo>$ 
      1 Синцово	      ^Синцово/*Синцово$ 
      1 синхропереводчик	      ^синхропереводчик/*синхропереводчик$ 
      1 синхронистичность	      ^синхронистичность/*синхронистичность$ 
      1 синицынский	      ^синицынский/*синицынский$ 
      1 сине-фиолетовый	      ^сине/синий<adj><short><nt><sg>$^-/-<guio>$^фиолетовый/фиолетовый<adj><m><an><sg><nom>/фиолетовый<adj><m><nn><sg><acc>$ 
      1 синеус	      ^синеус/*синеус$ 
      1 Синди	      ^Синди/*Синди$ 
      1 Синджин	      ^Синджин/*Синджин$ 
      1 Синд	      ^Синд/*Синд$ 
      1 сингониум	      ^сингониум/*сингониум$ 
      1 синай	      ^синай/*синай$ 
      1 симптомокомплекс	      ^симптомокомплекс/*симптомокомплекс$ 
      1 симпекс-модель	      ^симпекс/*симпекс$^-/-<guio>$^модель/модель<n><f><aa><sg><acc>/модель<n><f><aa><sg><nom>/модель<n><f><nn><sg><acc>/модель<n><f><nn><sg><nom>$ 
      1 Симидзу	      ^Симидзу/*Симидзу$ 
      1 Симагин	      ^Симагин/*Симагин$ 
      1 сильвиев	      ^сильвиев/*сильвиев$ 
      1 Силберлинг	      ^Силберлинг/*Силберлинг$ 
      1 Силаева	      ^Силаева/*Силаева$ 
      1 Сикоку	      ^Сикоку/*Сикоку$ 
      1 Сиковский	      ^Сиковский/*Сиковский$ 
      1 сизогубый	      ^сизогубый/*сизогубый$ 
      1 Сизов	      ^Сизов/*Сизов$ 
      1 сидейкинский	      ^сидейкинский/*сидейкинский$ 
      1 Сигурни	      ^Сигурни/*Сигурни$ 
      1 Сигунова	      ^Сигунова/*Сигунова$ 
      1 Сивцева	      ^Сивцева/*Сивцева$ 
      1 Сивохина	      ^Сивохина/*Сивохина$ 
      1 Сивкова	      ^Сивкова/*Сивкова$ 
      1 Сибур	      ^Сибур/*Сибур$ 
      1 Сибприбормаш	      ^Сибприбормаш/*Сибприбормаш$ 
      1 сибирьковый	      ^сибирьковый/*сибирьковый$ 
      1 Сибаура	      ^Сибаура/*Сибаура$ 
      1 Сиба	      ^Сиба/*Сиба$ 
      1 сиаладенит	      ^сиаладенит/*сиаладенит$ 
      1 сжить	      ^сжить/*сжить$ 
      1 сецессия	      ^сецессия/*сецессия$ 
      1 сестричечка	      ^сестричечка/*сестричечка$ 
      1 серпуховский	      ^серпуховский/*серпуховский$ 
      1 Серпуховка	      ^Серпуховка/*Серпуховка$ 
      1 серотониновый	      ^серотониновый/*серотониновый$ 
      1 серотинин-транспортерный	      ^серотинин/*серотинин$-^транспортерный/транспортёрный<adj><m><an><sg><nom>/транспортёрный<adj><m><nn><sg><acc>$ 
      1 серножелтый	      ^серножелтый/*серножелтый$ 
      1 Серефян	      ^Серефян/*Серефян$ 
      1 серенин	      ^серенин/*серенин$ 
      1 серезный	      ^серезный/*серезный$ 
      1 сережин	      ^сережин/*сережин$ 
      1 Середавин	      ^Середавин/*Середавин$ 
      1 серебросодержащий	      ^серебросодержащий/*серебросодержащий$ 
      1 сердцевинка	      ^сердцевинка/*сердцевинка$ 
      1 СЕРДАЛО	      ^СЕРДАЛО/*СЕРДАЛО$ 
      1 Серветт	      ^Серветт/*Серветт$ 
      1 Серашевский	      ^Серашевский/*Серашевский$ 
      1 Сент-Годенс	      ^Сен/Сена<np><al><f><nn><pl><gen>/сено<n><nt><nn><pl><gen>$^т/*т$^-/-<guio>$^Годенс/*Годенс$ 
      1 Сент-Альдегонд	      ^Сен/Сена<np><al><f><nn><pl><gen>/сено<n><nt><nn><pl><gen>$^т/*т$^-/-<guio>$^Альдегонд/*Альдегонд$ 
      1 сенсомоторика	      ^сенсомоторика/*сенсомоторика$ 
      1 Сенин	      ^Сенин/*Сенин$ 
      1 сензитивный	      ^сензитивный/*сензитивный$ 
      1 Семушин	      ^Семушин/*Семушин$ 
      1 семплирование	      ^семплирование/*семплирование$ 
      1 семнадцатиэтажка	      ^семнадцатиэтажка/*семнадцатиэтажка$ 
      1 семисвечник	      ^семисвечник/*семисвечник$ 
      1 Семириков	      ^Семириков/*Семириков$ 
      1 семилитровый	      ^семилитровый/*семилитровый$ 
      1 семижды	      ^семижды/*семижды$ 
      1 семидесятипятипроцентный	      ^семидесятипятипроцентный/*семидесятипятипроцентный$ 
      1 семидесятипятилетний	      ^семидесятипятилетний/*семидесятипятилетний$ 
      1 семидесятипроцентный	      ^семидесятипроцентный/*семидесятипроцентный$ 
      1 Семеняка	      ^Семеняка/*Семеняка$ 
      1 Семеняк	      ^Семеняк/*Семеняк$ 
      1 Семенюта	      ^Семенюта/*Семенюта$ 
      1 Семенец	      ^Семенец/*Семенец$ 
      1 Секьюритиз	      ^Секьюритиз/*Секьюритиз$ 
      1 Секерин	      ^Секерин/*Секерин$ 
      1 сейсмика	      ^сейсмика/*сейсмика$ 
      1 Сейдзи	      ^Сейдзи/*Сейдзи$ 
      1 сегнетоэластик	      ^сегнетоэластик/*сегнетоэластик$ 
      1 Северсталь	      ^Северсталь/*Северсталь$ 
      1 Северский	      ^Северский/*Северский$ 
      1 северодунайский	      ^северодунайский/*северодунайский$ 
      1 севернославянский	      ^севернославянский/*севернославянский$ 
      1 северновеликорус	      ^северновеликорус/*северновеликорус$ 
      1 Северка	      ^Северка/*Северка$ 
      1 Себастьен	      ^Себастьен/*Себастьен$ 
      1 Себастиан	      ^Себастиан/*Себастиан$ 
      1 сдобровать	      ^сдобровать/*сдобровать$ 
      1 сдерзить	      ^сдерзить/*сдерзить$ 
      1 сдавленность	      ^сдавленность/*сдавленность$ 
      1 сглотнуться	      ^сглотнуться/*сглотнуться$ 
      1 свянуть	      ^свянуть/*свянуть$ 
      1 связьнадзор	      ^связьнадзор/*связьнадзор$ 
      1 Связьинвест	      ^Связьинвест/*Связьинвест$ 
      1 Связь-банк	      ^Связь/связь<n><f><nn><sg><acc>/связь<n><f><nn><sg><nom>$^-/-<guio>$^банк/банк<n><m><nn><sg><acc>/банк<n><m><nn><sg><nom>$ 
      1 своячество	      ^своячество/*своячество$ 
      1 Свирина	      ^Свирина/*Свирина$ 
      1 Свирин	      ^Свирин/*Свирин$ 
      1 Свинобоева	      ^Свинобоева/*Свинобоева$ 
      1 Свидлер	      ^Свидлер/*Свидлер$ 
      1 свидина	      ^свидина/*свидина$ 
      1 Свиблово	      ^Свиблово/*Свиблово$ 
      1 Светотехстрой	      ^Светотехстрой/*Светотехстрой$ 
      1 светлогорский	      ^светлогорский/*светлогорский$ 
      1 сверхученый	      ^сверхученый/*сверхученый$ 
      1 сверхупитанный	      ^сверхупитанный/*сверхупитанный$ 
      1 сверхсупер	      ^сверхсупер/*сверхсупер$ 
      1 сверхсильный	      ^сверхсильный/*сверхсильный$ 
      1 сверхсила	      ^сверхсила/*сверхсила$ 
      1 сверхрадушно	      ^сверхрадушно/*сверхрадушно$ 
      1 сверхприоритетный	      ^сверхприоритетный/*сверхприоритетный$ 
      1 сверхкорпорация	      ^сверхкорпорация/*сверхкорпорация$ 
      1 сверхкороткий	      ^сверхкороткий/*сверхкороткий$ 
      1 сверхзвезда	      ^сверхзвезда/*сверхзвезда$ 
      1 сверхдорогой	      ^сверхдорогой/*сверхдорогой$ 
      1 сверхделовой	      ^сверхделовой/*сверхделовой$ 
      1 сверхбольшой	      ^сверхбольшой/*сверхбольшой$ 
      1 сверхболезненный	      ^сверхболезненный/*сверхболезненный$ 
      1 сверстать	      ^сверстать/*сверстать$ 
      1 свербогатый	      ^свербогатый/*свербогатый$ 
      1 свежесрезанный	      ^свежесрезанный/*свежесрезанный$ 
      1 свежекупленный	      ^свежекупленный/*свежекупленный$ 
      1 свежекопченый	      ^свежекопченый/*свежекопченый$ 
      1 свежевоткнувшийся	      ^свежевоткнувшийся/*свежевоткнувшийся$ 
      1 Сванидзе	      ^Сванидзе/*Сванидзе$ 
      1 сваливание	      ^сваливание/*сваливание$ 
      1 СВ	      ^СВ/*СВ$ 
      1 сборничек	      ^сборничек/*сборничек$ 
      1 СБИС	      ^СБИС/*СБИС$ 
      1 сбегание	      ^сбегание/*сбегание$ 
      1 СБ	      ^СБ/*СБ$ 
      1 саюшка	      ^саюшка/*саюшка$ 
      1 Сашка	      ^Сашка/*Сашка$ 
      1 саутгемптонский	      ^саутгемптонский/*саутгемптонский$ 
      1 Сатушева	      ^Сатушева/*Сатушева$ 
      1 сатурналиевский	      ^сатурналиевский/*сатурналиевский$ 
      1 Саттаров	      ^Саттаров/*Саттаров$ 
      1 сассапариль	      ^сассапариль/*сассапариль$ 
      1 Сартаков	      ^Сартаков/*Сартаков$ 
      1 Саровский	      ^Саровский/*Саровский$ 
      1 сарва-даршан-санграха	      ^сарва/*сарва$^-/-<guio>$^даршан/*даршан$-^санграха/*санграха$ 
      1 Сапроненко	      ^Сапроненко/*Сапроненко$ 
      1 сапиенс	      ^сапиенс/*сапиенс$ 
      1 Санчес	      ^Санчес/*Санчес$ 
      1 Сан-Фернандо	      ^Сан/сан<n><m><nn><sg><acc>/сан<n><m><nn><sg><nom>$^-/-<guio>$^Фернандо/Фернандо<np><ant><m><pl><acc>/Фернандо<np><ant><m><pl><dat>/Фернандо<np><ant><m><pl><gen>/Фернандо<np><ant><m><pl><ins>/Фернандо<np><ant><m><pl><nom>/Фернандо<np><ant><m><pl><prp>/Фернандо<np><ant><m><sg><acc>/Фернандо<np><ant><m><sg><dat>/Фернандо<np><ant><m><sg><gen>/Фернандо<np><ant><m><sg><ins>/Фернандо<np><ant><m><sg><nom>/Фернандо<np><ant><m><sg><prp>$ 
      1 Сантьяго-де-Чили	      ^Сантьяго/Сантьяго<np><al><m><nn><pl><acc>/Сантьяго<np><al><m><nn><pl><dat>/Сантьяго<np><al><m><nn><pl><gen>/Сантьяго<np><al><m><nn><pl><ins>/Сантьяго<np><al><m><nn><pl><nom>/Сантьяго<np><al><m><nn><pl><prp>/Сантьяго<np><al><m><nn><sg><acc>/Сантьяго<np><al><m><nn><sg><dat>/Сантьяго<np><al><m><nn><sg><gen>/Сантьяго<np><al><m><nn><sg><ins>/Сантьяго<np><al><m><nn><sg><nom>/Сантьяго<np><al><m><nn><sg><prp>$^-/-<guio>$^де/-де<part>$^-/-<guio>$^Чили/Чили<np><al><nt><nn><pl><acc>/Чили<np><al><nt><nn><pl><dat>/Чили<np><al><nt><nn><pl><gen>/Чили<np><al><nt><nn><pl><ins>/Чили<np><al><nt><nn><pl><nom>/Чили<np><al><nt><nn><pl><prp>/Чили<np><al><nt><nn><sg><acc>/Чили<np><al><nt><nn><sg><dat>/Чили<np><al><nt><nn><sg><gen>/Чили<np><al><nt><nn><sg><ins>/Чили<np><al><nt><nn><sg><nom>/Чили<np><al><nt><nn><sg><prp>/чили<n><m><nn><pl><acc>/чили<n><m><nn><pl><dat>/чили<n><m><nn><pl><gen>/чили<n><m><nn><pl><ins>/чили<n><m><nn><pl><nom>/чили<n><m><nn><pl><prp>/чили<n><m><nn><sg><acc>/чили<n><m><nn><sg><dat>/чили<n><m><nn><sg><gen>/чили<n><m><nn><sg><ins>/чили<n><m><nn><sg><nom>/чили<n><m><nn><sg><prp>/чили<n><nt><nn><pl><acc>/чили<n><nt><nn><pl><dat>/чили<n><nt><nn><pl><gen>/чили<n><nt><nn><pl><ins>/чили<n><nt><nn><pl><nom>/чили<n><nt><nn><pl><prp>/чили<n><nt><nn><sg><acc>/чили<n><nt><nn><sg><dat>/чили<n><nt><nn><sg><gen>/чили<n><nt><nn><sg><ins>/чили<n><nt><nn><sg><nom>/чили<n><nt><nn><sg><prp>$ 
      1 сантиментальный	      ^сантиментальный/*сантиментальный$ 
      1 санте	      ^санте/*санте$ 
      1 Сантаяна	      ^Сантаяна/*Сантаяна$ 
      1 Санта-Юстина	      ^Сан/сан<n><m><nn><sg><acc>/сан<n><m><nn><sg><nom>$^та/тот<det><dem><f><an><sg><nom>/тот<prn><dem><f><an><sg><nom>$^-/-<guio>$^Юстина/Юстин<np><ant><m><sg><acc>/Юстин<np><ant><m><sg><gen>/Юстина<np><ant><f><sg><nom>$ 
      1 Санта-Барбара	      ^Сан/сан<n><m><nn><sg><acc>/сан<n><m><nn><sg><nom>$^та/тот<det><dem><f><an><sg><nom>/тот<prn><dem><f><an><sg><nom>$^-/-<guio>$^Барбара/Барбара<np><ant><f><sg><nom>$ 
      1 сансивьера	      ^сансивьера/*сансивьера$ 
      1 Сансенс	      ^Сансенс/*Сансенс$ 
      1 Сан-Пауло	      ^Сан/сан<n><m><nn><sg><acc>/сан<n><m><nn><sg><nom>$^-/-<guio>$^Пауло/*Пауло$ 
      1 Санниково	      ^Санниково/*Санниково$ 
      1 санкхья-правачан-бхашья	      ^санкхья/*санкхья$^-/-<guio>$^правачан/*правачан$^-/-<guio>$^бхашья/*бхашья$ 
      1 Сандрин	      ^Сандрин/*Сандрин$ 
      1 Сан-Антонио	      ^Сан/сан<n><m><nn><sg><acc>/сан<n><m><nn><sg><nom>$^-/-<guio>$^Антонио/Антонио<np><ant><m><pl><acc>/Антонио<np><ant><m><pl><dat>/Антонио<np><ant><m><pl><gen>/Антонио<np><ant><m><pl><ins>/Антонио<np><ant><m><pl><nom>/Антонио<np><ant><m><pl><prp>/Антонио<np><ant><m><sg><acc>/Антонио<np><ant><m><sg><dat>/Антонио<np><ant><m><sg><gen>/Антонио<np><ant><m><sg><ins>/Антонио<np><ant><m><sg><nom>/Антонио<np><ant><m><sg><prp>$ 
      1 Санаев	      ^Санаев/*Санаев$ 
      1 Самюэль	      ^Самюэль/*Самюэль$ 
      1 самхита	      ^самхита/*самхита$ 
      1 Самуэл	      ^Самуэл/*Самуэл$ 
      1 самса	      ^самса/*самса$ 
      1 самореализоваться	      ^самореализоваться/*самореализоваться$ 
      1 самораспуститься	      ^самораспуститься/*самораспуститься$ 
      1 самопритворный	      ^самопритворный/*самопритворный$ 
      1 самопредставление	      ^самопредставление/*самопредставление$ 
      1 самоосуществление	      ^самоосуществление/*самоосуществление$ 
      1 самоориентация	      ^самоориентация/*самоориентация$ 
      1 самообразовываться	      ^самообразовываться/*самообразовываться$ 
      1 самолюбство	      ^самолюбство/*самолюбство$ 
      1 самоисправление	      ^самоисправление/*самоисправление$ 
      1 самодемонстрирование	      ^самодемонстрирование/*самодемонстрирование$ 
      1 самодезинфицирующий	      ^самодезинфицирующий/*самодезинфицирующий$ 
      1 самогонщина	      ^самогонщина/*самогонщина$ 
      1 самовосстановление	      ^самовосстановление/*самовосстановление$ 
      1 самовосстанавливающийся	      ^самовосстанавливающийся/*самовосстанавливающийся$ 
      1 самовозрастающий	      ^самовозрастающий/*самовозрастающий$ 
      1 самборский	      ^самборский/*самборский$ 
      1 самарапромсвязь	      ^самарапромсвязь/*самарапромсвязь$ 
      1 самараметрострой	      ^самараметрострой/*самараметрострой$ 
      1 самарамедпром	      ^самарамедпром/*самарамедпром$ 
      1 Самагро	      ^Самагро/*Самагро$ 
      1 сальничек	      ^сальничек/*сальничек$ 
      1 Салынский	      ^Салынский/*Салынский$ 
      1 Салпетер	      ^Салпетер/*Салпетер$ 
      1 салоотделение	      ^салоотделение/*салоотделение$ 
      1 Салмаз	      ^Салмаз/*Салмаз$ 
      1 Саликова	      ^Саликова/*Саликова$ 
      1 Салейкова	      ^Салейкова/*Салейкова$ 
      1 сакэ	      ^сакэ/*сакэ$ 
      1 Саксон	      ^Саксон/*Саксон$ 
      1 Сакалиба	      ^Сакалиба/*Сакалиба$ 
      1 сакалиба	      ^сакалиба/*сакалиба$ 
      1 Сакаия	      ^Сакаия/*Сакаия$ 
      1 Сайфуллин	      ^Сайфуллин/*Сайфуллин$ 
      1 Сайобхан	      ^Сайобхан/*Сайобхан$ 
      1 сайлент-блок	      ^сайлент/*сайлент$^-/-<guio>$^блок/блок<n><m><nn><sg><acc>/блок<n><m><nn><sg><nom>$ 
      1 Садыкова	      ^Садыкова/*Садыкова$ 
      1 Садгород	      ^Садгород/*Садгород$ 
      1 Сагомонов	      ^Сагомонов/*Сагомонов$ 
      1 Савоя	      ^Савоя/*Савоя$ 
      1 Савинов	      ^Савинов/*Савинов$ 
      1 Савин	      ^Савин/*Савин$ 
      1 Савик	      ^Савик/*Савик$ 
      1 Савельев	      ^Савельев/*Савельев$ 
      1 Сабанеев	      ^Сабанеев/*Сабанеев$ 
      1 СА	      ^СА/*СА$ 
      1 са	      ^са/*са$ 
      1 ряженость	      ^ряженость/*ряженость$ 
      1 Рябова	      ^Рябова/*Рябова$ 
      1 Рябов	      ^Рябов/*Рябов$ 
      1 Рютаро	      ^Рютаро/*Рютаро$ 
      1 рюрик	      ^рюрик/*рюрик$ 
      1 Рюноскэ	      ^Рюноскэ/*Рюноскэ$ 
      1 рюмаха	      ^рюмаха/*рюмаха$ 
      1 Рюле	      ^Рюле/*Рюле$ 
      1 Рюдигер	      ^Рюдигер/*Рюдигер$ 
      1 рэппер	      ^рэппер/*рэппер$ 
      1 Рэм	      ^Рэм/*Рэм$ 
      1 рэлей	      ^рэлей/*рэлей$ 
      1 Рэймонд	      ^Рэймонд/*Рэймонд$ 
      1 рэ	      ^рэ/*рэ$ 
      1 рысканье	      ^рысканье/*рысканье$ 
      1 Рыжков	      ^Рыжков/*Рыжков$ 
      1 рыбоикорный	      ^рыбоикорный/*рыбоикорный$ 
      1 рыбеха	      ^рыбеха/*рыбеха$ 
      1 ры	      ^ры/*ры$ 
      1 рутджерский	      ^рутджерский/*рутджерский$ 
      1 русский-христианский	      ^русский/русский<adj><m><an><sg><nom>/русский<adj><m><nn><sg><acc>/русский<n><m><aa><sg><nom>$^-/-<guio>$^христианский/христианский<adj><m><an><sg><nom>/христианский<adj><m><nn><sg><acc>$ 
      1 руси	      ^руси/*руси$ 
      1 русаловский	      ^русаловский/*русаловский$ 
      1 РусАл	      ^РусАл/*РусАл$ 
      1 рупь	      ^рупь/*рупь$ 
      1 Рукофлам	      ^Рукофлам/*Рукофлам$ 
      1 рукоделье	      ^рукоделье/*рукоделье$ 
      1 Ружевич	      ^Ружевич/*Ружевич$ 
      1 Рудинский	      ^Рудинский/*Рудинский$ 
      1 Рубекин	      ^Рубекин/*Рубекин$ 
      1 рубашоночка	      ^рубашоночка/*рубашоночка$ 
      1 Рубановская	      ^Рубановская/*Рубановская$ 
      1 Руано-Паскуаль	      ^Руано/*Руано$^-/-<guio>$^Паскуаль/*Паскуаль$ 
      1 Ру	      ^Ру/*Ру$ 
      1 ртха	      ^ртха/*ртха$ 
      1 рр	      ^рр/*рр$ 
      1 Рош	      ^Рош/*Рош$ 
      1 Роуэн	      ^Роуэн/*Роуэн$ 
      1 Роулинг	      ^Роулинг/*Роулинг$ 
      1 Роткевич	      ^Роткевич/*Роткевич$ 
      1 Ротару	      ^Ротару/*Ротару$ 
      1 Россини	      ^Россини/*Россини$ 
      1 россиевед	      ^россиевед/*россиевед$ 
      1 Россель	      ^Россель/*Россель$ 
      1 Роспечать	      ^Роспечать/*Роспечать$ 
      1 росбизнесконсалтинг	      ^росбизнесконсалтинг/*росбизнесконсалтинг$ 
      1 Ронова	      ^Ронова/*Ронова$ 
      1 Ромир-Мониторинг	      ^Ромир/*Ромир$^-/-<guio>$^Мониторинг/мониторинг<n><m><nn><sg><acc>/мониторинг<n><m><nn><sg><nom>$ 
      1 РОМИР	      ^РОМИР/*РОМИР$ 
      1 Ромик	      ^Ромик/*Ромик$ 
      1 ромашкоподобный	      ^ромашкоподобный/*ромашкоподобный$ 
      1 Ромашкин	      ^Ромашкин/*Ромашкин$ 
      1 роман-газета	      ^роман/роман<n><m><nn><sg><acc>/роман<n><m><nn><sg><nom>$^-/-<guio>$^газета/газета<n><f><nn><sg><nom>$ 
      1 роллердром	      ^роллердром/*роллердром$ 
      1 рокосовец	      ^рокосовец/*рокосовец$ 
      1 рок-музыкант	      ^рок-музыкант/*рок-музыкант$ 
      1 Рокмен	      ^Рокмен/*Рокмен$ 
      1 рок-герой	      ^рок/рок<n><m><nn><sg><acc>/рок<n><m><nn><sg><nom>$^-/-<guio>$^герой/герой<n><m><aa><sg><nom>$ 
      1 рокапопс	      ^рокапопс/*рокапопс$ 
      1 Розовский	      ^Розовский/*Розовский$ 
      1 Розенбаум	      ^Розенбаум/*Розенбаум$ 
      1 рожочек	      ^рожочек/*рожочек$ 
      1 Родс	      ^Родс/*Родс$ 
      1 родоплеменный	      ^родоплеменный/*родоплеменный$ 
